English,Khmer
refines,ចម្រាញ់
refining,រោងចក្រចម្រាញ់ប្រេង
refinish,refinish
refit,refit
refits,refits
refitted,refitted
refitting,refitting
reflation,reflation
reflect,ឆ្លុះបញ្ចាំងពី
reflectance,ការឆ្លុះបញ្ចាំង
reflected,ឆ្លុះបញ្ចាំងពី
reflecting,ឆ្លុះបញ្ចាំងពី
reflection,ការឆ្លុះបញ្ចាំង
reflectional,ការឆ្លុះបញ្ចាំង
reflections,ការឆ្លុះបញ្ចាំង
reflective,ឆ្លុះបញ្ចាំង
reflectively,ការឆ្លុះបញ្ចាំង
reflectiveness,ការឆ្លុះបញ្ចាំង
reflectivity,ឆ្លុះបញ្ចាំង
reflector,បញ្ចាំង
reflectors,ឆ្លុះបញ្ចាំង
reflects,ឆ្លុះបញ្ចាំងពី
reflex,ន្របតិកមម
reflexes,ចលនា
reflexion,reflexion
reflexions,reflexions
reflexive,បត់បែន
reflexively,ន្របតិកមម
reflexiveness,ន្របតិកមម
reflexivity,ន្របតិកមម
reflexology,ប្រណិត
refloat,refloat
reflooring,reflooring
reflux,ការចាល់ជាតិ
refluxed,refluxed
refluxing,ការចាល់ជាតិ
refocus,ផ្ដោតឡើងវិញ
refocused,refocused
refocuses,ផ្ដោតឡើងវិញ
refocusing,ផ្ដោតជាថ្មី
refocussed,refocussed
refocusses,refocusses
refocussing,refocussing
refolded,refolded
refolding,refolding
reforestation,ការដាំដើមឈើ
reform,កំណែទម្រង់
reformable,កំណែទម្រង់
reformat,ទ្រង់ទ្រាយ
reformation,កំណែទំរង់
reformations,កំណែទម្រង់
reformative,កំណែទម្រង់
reformatted,កែទ្រង់ទ្រាយ
reformatting,ទ្រង់ទ្រាយ
reformed,កែទម្រង់
reformer,កំណែទម្រង់
reformers,កំណែទម្រង់
reforming,កែទម្រង់
reformist,កំណែទម្រង់
reformists,ដែល reformists
reforms,ការធ្វើកំណែទម្រង់
reformulate,reformulate
reformulated,reformulated
reformulates,reformulates
reformulating,reformulating
reformulation,reformulation
reformulations,reformulations
refract,ចំណាំងបែរនៃពន្លឺ
refracted,បំបែរ
refracting,តេលេ
refraction,ចំណាំងបែរ
refractions,ចំណាំងបែរនៃពន្លឺ
refractive,ចំណាំងបែរ
refractors,refractors
refractory,រលោង
refracts,ចំណាំងបែរនៃពន្លឺ
refrain,ការទប់ស្កាត់
refrained,ទប់ស្កាត់
refraining,ជៀសវាង
refrains,ចៀសវាង
refreeze,refreeze
refresh,ធ្វើ​ឱ្យ​ស្រស់
refreshable,រីហ្វ្រេ
refreshed,ធ្វើឱ្យស្រស់
refresher,ស្រស់
refreshes,ធ្វើឱ្យស្រស់
refreshing,ស្រស់
refreshingly,refreshingly
refreshment,កម្លាំងចិត្ដឡើងវិញ
refreshments,ប្រផ្នូល
refrigerant,ទូទឹកកក
refrigerants,ម៉្យាង
refrigerate,refrigerate
refrigerated,ទូទឹកកក
refrigeration,ទូរទឹកកក
refrigerator,ទូទឹកកក
refrigerators,ទូរទឹកកក
refs,refs
refuel,ចាក់ប្រេង
refuelled,refueled
refuelling,ចាក់ប្រេង
refuels,ចាក់ប្រេង
refuge,ជ្រកកោន
refugee,ជនភៀសខ្លួន
refugees,ជនភៀសខ្លួន
refuges,ជម្រក
refund,ការបង្វិលសងប្រាក់
refundable,ដកមកវិញ
refunded,សងត្រលប់វិញ
refunding,ការសង
refunds,ប្រាក់សំណង
refurbish,ជួសជុលកែលម្អ
refurbished,ជួសជុល
refurbishing,ជួសជុល
refurbishment,ជួសជុលកែលម្អ
refurbishments,ជួសជុលកែលម្អ
refusal,ការបដិសេធ
refusals,ការបដិសេធ
refuse,សំរាម
refused,បានបដិសេធ
refuseniks,refuseniks
refuses,បានបដិសេធ
refusing,បដិសេធ
refutable,refutable
refutation,refutation
refutations,refutations
refute,refute
refuted,បដិសេធ
refutes,refutes
refuting,refuting
regain,អភ័យ
regained,ចប់
regaining,ទទួលបាន
regains,អភ័យ
regal,ថ្លៃថ្នូរ
regale,Regal
regaled,regaled
regales,Regal
regalia,regalia
regaling,Regal
regality,Regal
regally,Regal
regard,ទាក់ទង
regarded,ចាត់ទុកថា
regarding,ទាក់ទងនឹង
regardless,ដោយមិនគិត
regards,ទាក់ទង
regatta,Regatta
regattas,regattas
regelate,regelate
regency,តំណែងរាជានុសិទ្ធិ
regenerate,ការបង្កើតឡើងវិញ
regenerated,បង្កើតឡើងវិញ
regenerates,ការបង្កើតឡើងវិញ
regenerating,ការបង្កើតឡើងវិញ
regeneration,ការបង្កើតឡើងវិញ
regenerations,ការបង្កើតឡើងវិញ
regenerative,regenerative
regent,រាជានុសិទ្ធិ
regents,ជាន់
reggae,Reggae
regicide,regicide
regime,របប
regimen,ថ្នាំព្យាបាល
regimens,ព្យាបាល
regiment,កងវរសេនាធំ
regimental,កងវរសេនាធំ
regimentation,កងវរសេនាធំ
regimented,regimented
regiments,កង
regimes,របប
regina,Regina
reginas,Regina
region,តំបន់
regional,ក្នុងតំបន់
regionalisation,តំបន់
regionalism,តំបន់
regionally,តំបន់
regions,តំបន់
register,ចុះឈ្មោះ
registered,បានចុះឈ្មោះ
registering,ចុះឈ្មោះ
registers,បញ្ជី
registrable,ចុះឈ្មោះក្នុងបញ្ជី
registrar,អត្រានុកូលដ្ឋាន
registrars,អត្រានុកូលដ្ឋាន
registration,ការចុះឈ្មោះ
registrations,ការចុះបញ្ជី
registries,ការចុះឈ្មោះ
registry,បញ្ជីឈ្មោះ
regrading,ដាក់ពិន្ទុឡើងវិញ
regress,បំរែបំរួល
regressed,ដំណើរថយក្រោយ
regresses,តំរែតំរង់
regressing,តំរែតំរង់
regression,តំរែតំរង់
regressions,តំរែតំរង់
regressive,ថយក្រោយ
regret,ការសោកស្តាយ
regretful,ដែល​សោក​ស្តា​យ
regretfully,ដោយសោកស្ដាយ
regrets,ការសោកស្តាយ
regrettable,សោកស្តាយ
regrettably,គួរឱ្យសោកស្ដាយ
regretted,ការសោកស្តាយ
regretting,ការសោកស្តាយ
regroup,ប្រមូលក្រុមឡើងវិញ
regrouped,ប្រមូលក្រុមឡើងវិញ
regrouping,ប្រមូលក្រុមឡើងវិញ
regrow,លូតលាស់ឡើងវិញ
regrowth,ការដុះឡើងវិញ
regular,ទៀង​ទា​ត
regularisation,ជាទៀងទាត់
regularise,ជាទៀងទាត់
regularised,regularized
regularities,ជាទៀងទាត់
regularity,ទៀងទាត់
regularly,ឱ្យបានទៀងទាត់
regulars,ប្រចាំ
regulate,គ្រប់គ្រងការ
regulated,បទប្បញ្ញត្តិ
regulates,បទប្បញ្ញត្តិ
regulating,ដាស់តឿន
regulation,បទប្បញ្ញត្តិ
regulations,បទប្បញ្ញត្តិ
regulative,បទប្បញ្ញត្តិ
regulator,និយ័តករ
regulators,និយ័តករ
regulatory,បទប្បញ្ញត្តិ
regurgitate,ភើ
regurgitated,regurgitated
regurgitating,ភើ
regurgitation,ភើ
rehabilitate,ការស្តារឡើងវិញ
rehabilitated,បានស្តារនីតិសម្បទា
rehabilitating,ការស្តារឡើងវិញ
rehabilitation,ការស្តារឡើងវិញ
rehash,rehash
rehashed,rehashed
rehashes,rehash
rehashing,rehash
reheard,reheard
rehearing,rehearing
rehears,rehears
rehearsal,ហាត់សម
rehearsals,ការហាត់សម
rehearse,សម
rehearsed,រៀបរាប់
rehearses,ហាត់សម
rehearsing,ការហាត់រៀន
reheat,Reheat
reheated,Reheat
reheating,Reheat
reheats,Reheat
rehouse,rehouse
rehoused,rehoused
rehousing,rehousing
rehydrate,អូរា៉លីត
reich,Reich
reification,reification
reify,reify
reign,រជ្ជកាល
reigned,រជ្ជកាល
reigning,ម្ចាស់ការពារតំណែង
reigns,រជ្ជកាល
reimburse,សំណង
reimbursed,សងវិញ
reimbursement,សំណង
reimburses,សំណង
reimbursing,ការផ្តល់
reimplementation,reimplementation
reimplemented,reimplemented
reimplementing,reimplementing
reimporting,reimporting
reimpose,reimpose
reimposed,ឱគេខ្លាចឡើងវិញ
rein,rein
reincarnate,ការចាប់បដិសន្ធិឡើងវិញ
reincarnated,ការចាប់បដិសន្ធិឡើងវិញ
reincarnating,reincarnating
reincarnation,ការចាប់បដិសន្ធិឡើងវិញ
reincarnations,ការចាប់បដិសន្ធិឡើងវិញ
reindeer,សត្វរមាំង
reined,ក្តាប់
reinfection,reinfection
reinforce,ពង្រឹង
reinforced,បំពេញបន្ថែម
reinforcement,ការពង្រឹង
reinforcements,ការពង្រឹង
reinforces,ការពង្រឹង
reinforcing,ពង្រឹង
reining,ប្រឹងប្រែងទាញ
reinitialisation,reinitialisation
reinitialise,reinitialise
reinitialised,reinitialised
reinitialising,reinitialising
reins,តំណែង
reinsert,បញ្ចូល
reinserted,បញ្ចូល
reinstall,ដំឡើង
reinstalled,ដំឡើងឡើងវិញ
reinstalling,ការដំឡើង
reinstate,reinstatement
reinstated,reinstatement
reinstatement,ទារ
reinstates,reinstatement
reinstating,រក្សា
reinsurance,ធានារ៉ាប់រងបន្ត
reintegration,សមាហរណកម្ម
reinterpret,ការបកស្រាយឡើងវិញ
reinterpretation,ការបកស្រាយឡើងវិញ
reinterpreted,ការបកស្រាយឡើងវិញ
reinterpreting,បកស្រាយ
reintroduce,reintroduce
reintroduced,reintroduced
reintroduces,reintroduces
reintroducing,reintroducing
reintroduction,reintroduction
reintroductions,reintroduction
reinvent,កែប្រែ
reinvented,កែប្រែ
reinventing,ការបង្កើត
reinvention,កែប្រែ
reinventions,កែប្រែ
reinvents,កែប្រែ
reinvest,វិនិយោគ
reinvested,វិនិយោគ
reinvestigation,ស៊ើបអង្កេតឡើងវិញ
reinvestment,វិនិយោគ
reinvigorate,reinvigorate
reinvigorated,reinvigorated
reissue,reissue
reissued,reissue
reissues,reissue
reissuing,reissuing
reiterate,reiterate
reiterated,រំលឹកឡើងវិញ
reiterates,reiterates
reiterating,រំលឹកឡើងវិញនូវ
reiteration,reiteration
reject,បដិសេធ
rejected,ច្រានចោល
rejecting,ការបដិសេធ
rejection,ការបដិសេធ
rejections,បដិសេធ
rejects,បដិសេធ
rejoice,រីករាយ
rejoiced,អំណរ
rejoices,ចូរអរសប្បាយ
rejoicing,ការអរសប្បាយ
rejoicings,រីករាយ
rejoin,ចូលរួម
rejoinder,rejoinder
rejoinders,rejoinders
rejoined,បានចូលរួម
rejoining,ចូលរួម
rejoins,ចូលរួម
rejustified,rejustified
rejuvenate,rejuvenation
rejuvenated,rejuvenated
rejuvenating,rejuvenating
rejuvenation,rejuvenation
rejuvenations,rejuvenation
rejuvenatory,rejuvenatory
rekindle,rekindle
rekindled,rekindled
relabel,relabel
relabelled,relabelled
relabelling,relabelling
relabellings,relabellings
relaid,relaid
relapse,លាប់
relapsed,relapsed
relapses,អ្នកភ្លាត់ខ្លួនធ្វើម្ដងទៀត
relapsing,កៅ្ដោលាប់
relate,ទាក់​ទង
related,ពាក់ព័ន្ធ
relatedness,ទាក់ទងនឹងជាផ្លូវការ
relates,ទាក់ទង
relating,ទាក់ទង
relation,ទំនាក់ទំនង
relational,ទំនាក់ទំនង
relationally,relationally
relations,ទំនាក់ទំនង
relationship,ទំនាក់ទំនង
relationships,ទំនាក់ទំនង
relative,ទាក់ទង
relatively,ទាក់ទង
relatives,សាច់ញាតិ
relativism,ទំក់
relativist,រ៉ឺឡា
relativistic,រ៉ឺឡា
relativistically,រ៉ឺឡា
relativists,រ៉ឺឡា
relativity,ពាក់ព័ន្ធ
relator,ដែលទាក់ទង
relaunch,បើកដំណើរការឡើងវិញ
relaunched,សាជាថ្មី
relaunching,ការបើកដំណើរការឡើងវិញ
relax,សម្រាក
relaxant,ការសំរាកលំហែ
relaxants,បន្ធូរ
relaxation,ការសំរាកលំហែ
relaxations,ការសំរាកលំហែ
relaxed,ឈប់សម្រាក
relaxes,ការបន្ធូរ
relaxing,សម្រាកកាយ
relaxingly,relaxingly
relay,បញ្ជូន
relayed,បញ្ជូនត
relaying,បញ្ជូនត
relays,បញ្ជូនត
relearn,រៀនឡើងវិញ
relearning,រៀនម្តងទៀត
releasable,ការចេញផ្សាយ
release,ការចេញផ្សាយ
released,ចេញផ្សាយ
releases,ចេញផ្សាយ
releasing,ការចេញផ្សាយ
relegate,តំបន់កាត់ចោល
relegated,កាត់
relegates,តំបន់កាត់ចោល
relegating,relegating
relegation,តំបន់កាត់ចោល
relent,ឥណទាន
relented,ឥណទាន
relenting,relenting
relentless,ឥតស្រាកស្រា
relentlessly,ឥតឈប់ឈរ
relentlessness,អានុភាព
relents,ឥណទាន
relevance,ពាក់ព័ន្ធ
relevancy,ជាប់ពាក់ព័ន្ធ
relevant,ពាក់ព័ន្ធ
relevantly,relevantly
reliabilities,អាចជឿទុកចិត្តបាន
reliability,ភាពអាចជឿជាក់បាន
reliable,អាចជឿទុកចិត្តបាន
reliably,ឿទុកចិត្ដ
reliance,ការពឹងផ្អែក
reliant,ពឹងផ្អែក
relic,កេរ្តិ៍ដំណែល
relics,សារីរិកធាតុ
relict,relict
relicts,relicts
relied,ពឹងផ្អែក
relief,ការផ្តល់ជំនួយសង្គ្រោះ
reliefs,សង្គ្រោះ
relies,ពឹងផ្អែក
relieve,ថ្នាំបំបាត់ការ
relieved,ធូរស្រាល
relieves,ថ្នាំបំបាត់ការ
relieving,ការបំបាត់
relight,relight
relighting,relighting
religion,សាសនា
religions,សាសនា
religiosity,ការ religiosity
religious,សាសនា
religiously,មានជំនឿសាសនា
religiousness,ខ្នះខ្នែងកាន់សាសនា
relined,relined
relink,relink
relinked,relinked
relinking,relinking
relinquish,ការបោះបង់
relinquished,លាលែង
relinquishes,ការបោះបង់
relinquishing,លះបង់
reliquaries,reliquary
reliquary,reliquary
relish,រំភើប
relished,រីករាយនឹង
relishes,រីករាយ
relishing,រីករាយ
relit,បាន relit
relive,relive
relived,relived
relives,relives
reliving,គិតតែ
reload,ផ្ទុកឡើងវិញ
reloaded,ផ្ទុកឡើងវិញ
reloading,ផ្ទុក
reloads,ផ្ទុកឡើងវិញ
relocatable,ផ្លាស់ប្តូរបាន
relocate,ផ្លាស់ប្តូរមាន
relocated,ប្តូរទីតាំង
relocates,ផ្លាស់ប្តូរទីតាំង
relocating,ផ្លាស់ប្តូរ
relocation,ផ្លាស់ប្តូរទីតាំង
relocations,ការរំលោភដី
relocked,relocked
reluctance,ការស្ទាក់ស្ទើរ
reluctant,ការស្ទាក់ស្ទើរ
reluctantly,ស្ទាក់ស្ទើរ
rely,ពឹង
relying,ពឹង
rem,ភណ្ឌិក
remade,remade
remain,នៅតែមាន
remainder,នៅសល់
remaindered,នៅសល់
remaindering,នៅសល់
remainders,នៅសល់
remained,នៅតែមាន
remaining,នៅសល់
remains,នៅសល់
remake,ថតខ្សែភាពយន្តនេះឡើងវិញ
remakes,ថតខ្សែភាពយន្តនេះឡើងវិញ
remaking,ថតខ្សែភាពយន្តនេះឡើងវិញ
remand,remand
remanded,remanded
remands,remands
remap,ធ្វើផែនទី
remaps,ធ្វើផែនទី
remark,ការកត់សម្គាល់
remarkable,គួរឱ្យកត់សម្គាល់
remarkably,គួរឱ្យកត់សម្គាល់
remarked,គួរឱ្យកត់សម្គាល់
remarking,គួរឱ្យកត់សម្គាល់
remarks,ការកត់សម្គាល់
remarriage,រៀបការម្ដងទៀត
remarried,រៀបការម្តងទៀត
remarry,រៀបការម្តងទៀត
remaster,remaster
remastered,remastered
remastering,remastering
remasters,remasters
rematch,ប្រកួតម្តងទៀត
rematching,ប្រកួតម្តងទៀត
rematerialised,rematerialised
remediable,ឱសថ
remedial,បង្ការ
remedied,ឱសថ
remedies,ឱសថ
remedy,សំណង
remedying,ឱសថ
remember,ចងចាំ
remembered,ចងចាំ
remembering,ចាំ
remembers,ចងចាំ
remembrance,ការរំលឹក
remembrances,ការរំលឹក
remind,រំលឹក
reminded,រំលឹក
reminder,ការ​រំលឹក
reminders,ការរំលឹក
reminding,រំលឹក
reminds,រំលឹក
reminisce,ដូច
reminisced,ដូច
reminiscence,ដូច
reminiscences,ដូច
reminiscent,ដូច
reminiscently,ដូច
reminisces,ដូច
reminiscing,ដូច
remiss,គប្បី
remission,ការផ្ដាច់
remissions,ការផ្ដាច់
remit,លើកលេងតោស
remits,លើកលេងតោស
remittal,ផ្ទេរប្រាក់
remittance,ផ្ទេរប្រាក់
remittances,ប្រាក់បញ្ញើ
remitted,ផ្ញើ
remitting,លើកលេងតោស
remix,បញ្ចូល
remixed,បញ្ចូល
remixes,ចម្រុះ
remnant,សំណល់
remnants,សំណល់
remodel,កែលំអ
remodelled,Remodeled
remodelling,remodeling
remonstrance,remonstrance
remonstrate,remonstrate
remonstrated,remonstrated
remonstrating,remonstrating
remonstration,remonstration
remonstrations,remonstrations
remorse,វិប្បដិសារី
remorseful,វិប្បដិសារី
remorsefully,remorsefully
remorseless,ត្ដា
remorselessly,remorselessly
remote,ពីចម្ងាយ
remotely,ពីចម្ងាយ
remoteness,ដាច់ស្រយាល
remoter,ពីចម្ងាយ
remotest,ដាច់ស្រយាល
remould,remould
remount,ភ្ជាប់
remounted,ភ្ជាប់
remounts,ភ្ជាប់
removable,ចល័ត
removal,ដកយកចេញ
removals,ដកចេញ
remove,ចេញ
removed,បានយកចេញ
remover,ការដកយកចេញ
removers,ការដកយកចេញ
removes,យកជម្រើសចេញ
removing,យកចេញ
remunerate,សំណងទូទាត់និងអត្ថប្រយោជន៍
remunerated,សំណងទូទាត់និងអត្ថប្រយោជន៍
remuneration,លាភ
remunerative,អត្ថប្រយោជន៍
remus,remus
renaissance,ក្រុមហ៊ុន Renaissance
renal,តំរងនោម
rename,ប្ដូរឈ្មោះ
renamed,ប្ដូរឈ្មោះ
renames,ប្តូរឈ្មោះ
renaming,ប្តូរឈ្មោះ
render,បង្ហាញ
rendered,ដែលបកប្រែ
rendering,ការបង្ហាញ
renderings,ការបង្ហាញ
renders,ចេញ
rendezvous,ណាត់ជួប
rendezvoused,ណាត់ជួប
rending,គ្រាំគ្រា
rendition,ភ្លេង
renditions,ភ្លេង
rends,ជួល
renegade,បះបោរ
renegades,បំបែកខ្លួន
renege,renege
reneged,reneged
reneging,reneging
renegotiate,ការចរចារឡើងវិញ
renegotiated,ចរចា
renegotiating,ការចរចារឡើងវិញ
renegotiation,ការចរចារឡើងវិញ
renew,បន្តដោយ
renewable,កកើតឡើងវិញ
renewal,បន្ត
renewals,បន្ត
renewed,ជាថ្មី
renewing,បន្ត
renews,កកើតឡើងវិញ
renormalisation,renormalisation
renounce,renounce
renounced,renounce
renouncement,renounce
renounces,renounce
renouncing,renounce
renovate,ជួសជុល
renovated,កែលម្អ
renovating,ជួសជុល
renovation,ជួសជុល
renovations,ការកែលម្អថ្មី
renown,ល្បីល្បាញ
renowned,ល្បីឈ្មោះ
rent,ជួល
rental,ជួល
rentals,ជួល
rented,ជួល
renter,អ្នកជួល
renters,អ្នកជួល
rentiers,rentiers
renting,ជួលស្នាក់នៅ
rents,ជួល
renumber,renumber
renumbered,renumbered
renumbering,renumbering
renunciation,ការលះបង់
renunciations,renunciation
reoccupation,reoccupation
reoccupied,reoccupied
reoccupy,reoccupy
reoccupying,reoccupying
reoccur,reoccur
reopen,បើក
reopened,បើកទ្វារឡើងវិញ
reopening,បើក
reopens,បើកជាថ្មី
reorder,តម្រៀបឡើងវិញ
reordered,reordered
reordering,តម្រៀបឡើងវិញ
reorders,តម្រៀបឡើងវិញ
reorganisation,ការរៀបចំឡើងវិញ
reorganisations,reorganisations
reorganise,ការរៀបចំឡើងវិញ
reorganised,រៀបចំឡើងវិញ
reorganises,reorganises
reorganising,ការរៀបចំឡើងវិញ
reorientated,reorientated
reorientates,បំបែរ
reorientation,បំបែរ
rep,តំណាង
repack,repack
repackage,repackage
repackaged,repackaged
repacked,repacked
repacking,repacking
repaid,សង
repaint,Repaint
repainted,លាបថ្នាំ
repainting,repainting
repair,ជួសជុល
repairable,ជួសជុល
repaired,ជួសជុល
repairer,ជួសជុល
repairers,ជួសជុល
repairing,ជួសជុល
repairman,ជួសជុល
repairs,ជួសជុល
repaper,repaper
reparation,សំណង
reparations,សំណង
repartee,repartee
repartition,repartition
repartitioned,repartitioned
repartitioning,repartitioning
repast,repast
repasts,repasts
repatriate,ការធ្វើមាតុភូមិនិវត្តន៍
repatriated,ធ្វើមាតុភូមិនិវត្ត
repatriating,ការធ្វើមាតុភូមិនិវត្តន៍
repatriation,ការធ្វើមាតុភូមិនិវត្តន៍
repatriations,ការធ្វើមាតុភូមិនិវត្តន៍
repay,សង
repayable,repayable
repaying,repaying
repayment,ការទូទាត់សង
repayments,សង
repays,repays
repeal,ការលុបចោល
repealed,ជានិរាករណ៍
repealing,ការលុបចោល
repeals,ការលុបចោល
repeat,ម្តងទៀត
repeatability,ធ្វើម្តងទៀត
repeatable,ធ្វើឡើងវិញ
repeatably,ធ្វើម្តងទៀត
repeated,ម្តងហើយម្តងទៀត
repeatedly,ម្តងហើយម្តងទៀត
repeater,repeater
repeaters,ម្តងទៀត
repeating,ការធ្វើឡើងវិញ
repeats,ម្តងទៀត
repel,ជ្រាប
repelled,វាយបក
repellent,ជ្រាប
repelling,ខ្ពើម
repellingly,repellingly
repels,ជ្រាប
repent,ប្រែចិត្ត
repentance,ការប្រែចិត្ត
repentant,ប្រែចិត្ដ
repentantly,ប្រែចិត្ដ
repented,បានប្រែចិត្ត
repenting,ប្រែចិត្ត
repents,ប្រែចិត្ត
repercussion,ផលវិបាក
repercussions,ផលវិបាក
repertoire,ឈុត
repertoires,ឈុត
repertory,Repertory
repetition,ការធ្វើឡើងវិញ
repetitions,ពាក្យផ្ទួន
repetitious,សូត្រពាក្យច្រំដែល
repetitive,ច្រំដែល
repetitively,ការធ្វើឡើងវិញ
repetitiveness,ការធ្វើឡើងវិញ
rephrase,rephrase
rephrased,rephrased
rephrases,rephrases
rephrasing,rephrasing
repine,repine
repined,repined
repining,repining
replace,ជំនួស
replaceable,ជំនួស
replaced,បានជំនួស
replacement,ជំនួស
replacements,ជំនួស
replaces,ជំនួស
replacing,ជំនួស
replanning,replanning
replant,ដាំ
replanted,ដាំ
replanting,ដាំ
replay,ចាក់ផ្សាយឡើងវិញ
replayed,ចាក់ផ្សាយឡើងវិញ
replaying,ចាក់ផ្សាយឡើងវិញ
replays,សកម្មភាពឡើងវិញ
replenish,បំពេញ
replenished,បំពេញ
replenishing,បំពេញ
replenishment,ការបំពេញបន្ថែមខាង
replete,សម្បូរទៅ
replica,ចម្លង
replicable,ការថតចម្លង
replicas,ចម្លង
replicate,ការថតចម្លង
replicated,ចម្លង
replicates,ថតចម្លង
replicating,ថតចម្លង
replication,ថតចម្លង
replications,ថតចម្លង
replicator,replicator
replicators,ថតចម្លង
replied,ឆ្លើយថា:
replier,replier
repliers,repliers
replies,ការឆ្លើយតប
replotted,replotted
replug,replug
replugged,replug
replugging,replug
reply,ឆ្លើយតប
replying,ឆ្លើយតប
repopulate,repopulate
repopulated,repopulated
report,របាយការណ៍
reportable,របាយការណ៍
reportage,រាយការណ៍
reported,រាយការណ៍
reportedly,គេរាយការណ៍ថាបាន
reporter,អ្នករាយការណ៍
reporters,កាសែត
reporting,រាយការណ៍
reports,របាយការណ៍
repose,repose
reposed,reposed
reposes,repose
reposing,repose
reposition,ទីតាំង
repositioned,repositioned
repositioning,ការ repositioning
repositions,ទីតាំង
repositories,ឃ្លាំង
repository,ឃ្លាំង
repossess,ការយកមកវិញ
repossessed,ធនាគាររឹបអូស
repossessing,ការយកមកវិញ
repossession,ការយកមកវិញ
repossessions,កម្មសិទ្ធិជាថ្មី
reprehend,reprehend
reprehensible,កំហុស
represent,តំណាងឱ្យ
representable,តំណាងឱ្យ
representation,តំណាង
representational,តំណាងឱ្យ
representations,តំណាង
representative,តំណាង
representativeness,តំណាង
representatives,តំណាង
represented,តំណាង
representing,តំណាងឱ្យ
represents,តំណាង
repress,ការបង្ក្រាប
repressed,បង្ក្រាប
represses,ការបង្ក្រាប
repressing,ការបង្ក្រាប
repression,ការបង្ក្រាប
repressions,ការបង្ក្រាប
repressive,ឃោរឃៅ
repressively,ការបង្ក្រាប
reprieve,អនុវត្តក្រោយ
reprieved,បរិស្ថាននៅឆ្នេរ
reprimand,ព្រមាន
reprimanded,ស្តីបន្ទោស
reprimanding,ព្រមាន
reprimands,ព្រមាន
reprint,បោះពុម្ពឡើងវិញ
reprinted,បោះពុម្ពឡើងវិញ
reprinting,បោះពុម្ពឡើងវិញ
reprints,បោះពុម្ពឡើងវិញ
reprisal,ការសងសឹក
reprisals,សងសឹក
reprise,រំលឹក
reproach,ការតិះដៀល
reproached,តិះដៀល
reproaches,ពាក្យត្មះតិះដៀល
reproachful,ការតិះដៀល
reproachfully,reproachfully
reproachfulness,ការតិះដៀល
reproaching,ការតិះដៀល
reprobate,ទៅវិញ
reprobates,ព្រះអង្គគង់នៅជាមួយ
reprocess,ដំណើរការ
reprocessed,reprocessed
reprocessing,ការឡើងវិញ
reproduce,ផលិតម្តង
reproduced,បន្តពូជ
reproduces,សូត
reproducibility,បន្តពូជ
reproducible,បន្តពូជ
reproducibly,reproducibly
reproducing,ចំលង
reproduction,បន្តពូជ
reproductions,បន្តពូជ
reproductive,សុខភាពបន្តពូជ
reproductively,បន្តពូជ
reprogram,reprogram
reprogrammable,reprogrammable
reprogramme,reprogrammable
reprogrammed,reprogram
reprogramming,reprogram
reprojected,reprojected
reproof,ប្រដៅតម្រង់
reproofs,ប្រដៅតម្រង់
reprove,ចូររំឭកគេឱ្យដឹង
reproved,ស្ដីប្រដៅរបស់អ្នក
reprovingly,ទោស
reps,តំណាង
reptile,សត្វល្មូន
reptiles,សត្វលូនវារ
reptilian,reptilian
reptilians,reptilians
republic,សាធារណរដ្ឋ
republican,សាធារណ
republicanism,សាធារណរដ្ឋ
republicans,គណបក្សសាធារណរដ្ឋ
republication,សាធារណរដ្ឋ
republics,សាធារណរដ្ឋ
republish,បោះពុម្ពផ្សាយ
republished,បោះពុម្ពផ្សាយ
republishes,បោះពុម្ពផ្សាយ
republishing,ការបោះផ្សាយ
repudiate,repudiation
repudiated,repudiated
repudiates,repudiation
repudiating,repudiation
repudiation,បដិសេធ
repugnance,ស្អប់ខ្ពើម
repugnant,ស្អប់ខ្ពើម
repulse,Repulse
repulsed,ខ្ពើមឆ្អើម
repulsing,ច្រានចេញ
repulsion,ច្រានចេញ
repulsions,ច្រានចេញ
repulsive,ខ្ពើមឆ្អើម
repulsively,ច្រានចេញ
repulsiveness,ច្រានចេញ
repurchase,ទិញ
reputable,ល្បីឈ្មោះ
reputably,កេរ្តិ៍ឈ្មោះ
reputation,កេរ្តិ៍ឈ្មោះ
reputations,កេរ្តិ៍ឈ្មោះ
repute,មានឈ្មោះល្បី
reputed,ល្បី
reputedly,ពន្ធធានា
reputes,កេរ្តិ៍ឈ្មោះ
request,សំណើ
requested,ស្នើសុំ
requester,សំណើ
requesting,ស្នើសុំ
requests,សំណើ
requiem,Requiem
requiems,Requiem
require,តម្រូវឱ្យ
required,បានទាមទារ
requirement,តម្រូវការ
requirements,តម្រូវការ
requires,តម្រូវឱ្យមានការ
requiring,តម្រូវឱ្យមាន
requisite,ចាំបាច់
requisites,ចាំបាច់
requisition,ការស្នើសុំ
requisitioned,អាស្រ័យផលពីផ្ទៃដី
requisitioning,ចាំបាច់
requisitions,សំណើ
requital,requital
requite,requite
requited,requited
reran,reran
reread,សូមអានម្ដងទៀត
rereading,អាន
rereads,អាន
reregistration,reregistration
rerolled,rerolled
reroute,reroute
rerouted,rerouted
rerouteing,rerouteing
reroutes,reroutes
rerouting,rerouting
rerun,rerun
rerunning,ដំណើរការ
reruns,reruns
resale,លក់
rescale,rescale
rescaled,rescaled
rescales,rescales
rescaling,rescaling
rescan,ស្កេនឡើងវិញ
